Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general,
BUENOS AIRES,General Arenales,La Angelita,6294060,26,- 0,- 0,- 0,2,- 0,- 0,67,95,
BUENOS AIRES,General Arenales,La Trinidad,6294070,- 0,15,- 0,- 0,- 0,- 0,- 0,95,110,
BUENOS AIRES,General Belgrano,General Belgrano,6301010,513,1.507,5,2,- 0,1,- 0,894,2.922,
BUENOS AIRES,General Belgrano,Gorchs,6301020,- 0,- 0,- 0,- 0,- 0,1,- 0,27,28,
BUENOS AIRES,General Guido,General Guido,6308010,- 0,- 0,1,302,- 0,- 0,- 0,228,531,
BUENOS AIRES,General Guido,Labarden,6308020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,72,72,
BUENOS AIRES,General Juan Madariaga,General Juan Madariaga,6315010,460,486,8,4.033,- 0,1,- 0,- 0,4.988,
BUENOS AIRES,General La Madrid,General La Madrid,6322010,2.510,- 0,74,1.148,74,- 0,- 0,265,4.071,
BUENOS AIRES,General La Madrid,Las Martinetas,6322030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,16,16,
BUENOS AIRES,General Las Heras,General Las Heras  (Est. Las Heras),6329020,272,889,3,1.890,1,- 0,- 0,2,3.057,
BUENOS AIRES,General Las Heras,Lozano,6329020,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
BUENOS AIRES,General Las Heras,Villars,6329060,- 0,167,1,45,- 0,- 0,- 0,- 0,213,
BUENOS AIRES,General Lavalle,General Lavalle,6336020,- 0,358,- 0,4,- 0,1,- 0,69,432,
BUENOS AIRES,General Lavalle,OTROS,Sin Datos,- 0,- 0,- 0,1,- 0,- 0,- 0,- 0,1,
BUENOS AIRES,General Lavalle,Pavón,6336030,- 0,- 0,- 0,201,22,- 0,- 0,3,226,
BUENOS AIRES,General Lavalle,Chacras de San Clemente,6336020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1,1,
BUENOS AIRES,General Paz,Loma Verde,6343020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,184,184,
BUENOS AIRES,General Paz,Ranchos,6343030,1.243,- 0,11,553,11,- 0,- 0,1.313,3.131,
BUENOS AIRES,General Paz,Villanueva  (Ap. Río Salado),6343040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,143,143,
BUENOS AIRES,General Pinto,Colonia San Ricardo  (Est. Iriarte),6351010,141,- 0,- 0,- 0,- 0,- 0,- 0,112,253,
BUENOS AIRES,General Pinto,General Pinto,6351020,- 0,- 0,3,- 0,- 0,1,- 0,- 0,4,
BUENOS AIRES,General Pinto,Germania  (Est. Mayor José Orellano),6351030,1.112,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1.112,
BUENOS AIRES,General Pinto,Villa Francia  (Est. Coronel Granada),6351040,- 0,- 0,- 0,332,- 0,2,- 0,- 0,334,
BUENOS AIRES,General Pueyrredón,Barrio Colinas Verdes,6351020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,46,46,
BUENOS AIRES,General Pueyrredón,Barrio El Boquerón,6357020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,74,74,
BUENOS AIRES,General Pueyrredón,Barrio El Casal,6357110,- 0,- 0,- 0,- 0,- 0,- 0,- 0,72,72,
BUENOS AIRES,General Pueyrredón,Barrio El Coyunco,6357110,- 0,- 0,- 0,25,1,- 0,- 0,73,99,
BUENOS AIRES,General Pueyrredón,Barrio La Gloria,6357050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,324,324,
BUENOS AIRES,General Pueyrredón,Barrio Santa Paula,6357060,- 0,- 0,- 0,127,- 0,1,- 0,102,230,
BUENOS AIRES,General Pueyrredón,Batán,6357070,1.266,- 0,- 0,1.110,7,1,- 0,634,3.018,
BUENOS AIRES,General Pueyrredón,Chapadmalal,6357080,83,- 0,- 0,1.664,- 0,1,- 0,353,2.101,
BUENOS AIRES,General Pueyrredón,Estación Chapadmalal,6357100,249,- 0,- 0,19,- 0,1,- 0,208,477,
BUENOS AIRES,General Pueyrredón,Mar del Plata,6357110,15.285,121.533,533,103.846,567,7,- 0,1.117,242.888,
BUENOS AIRES,General Pueyrredón,OTROS,Sin Datos,- 0,- 0,- 0,151,- 0,- 0,- 0,- 0,151,
BUENOS AIRES,General Pueyrredón,Sierra de los Padres,6357120,468,- 0,- 0,210,1,- 0,- 0,256,935,
BUENOS AIRES,General Pueyrredón,Camet,6357090,1.226,- 0,- 0,377,- 0,- 0,- 0,254,1.857,
BUENOS AIRES,General Pueyrredón,El Marquesado,6357090,- 0,- 0,- 0,- 0,- 0,- 0,- 0,8,8,
BUENOS AIRES,General Rodríguez,General Rodríguez,6364030,1.293,10.535,21,3.249,4,1,- 0,505,15.608,
BUENOS AIRES,General Rodríguez,Barrio Ruta 24 Kilómetro 10,6364030,- 0,- 0,- 0,2,- 0,- 0,- 0,- 0,2,
BUENOS AIRES,General San Martín,Barrio Parque General San Martin,6371010,- 0,- 0,3,2.486,- 0,- 0,- 0,2,2.491,
BUENOS AIRES,General San Martín,Billinghurst,6371010,15,735,- 0,3.301,- 0,- 0,- 0,- 0,4.051,
BUENOS AIRES,General San Martín,Ciudad Del Libertador General San Martin,6371010,4.382,25.191,5,5.514,88,4,- 0,4,35.188,
BUENOS AIRES,General San Martín,OTROS,Sin Datos,11,- 0,- 0,- 0,- 0,- 0,- 0,- 0,11,
BUENOS AIRES,General San Martín,Va Ma Irene De Los Remedios De Escalada,6371010,- 0,90,- 0,- 0,- 0,- 0,- 0,- 0,90,
BUENOS AIRES,General San Martín,Villa Ayacucho,6371010,- 0,170,- 0,436,- 0,- 0,- 0,- 0,606,
BUENOS AIRES,General San Martín,Villa Ballester,6371010,2.333,22.665,1,7.192,32,- 0,- 0,347,32.570,
BUENOS AIRES,General San Martín,Villa Bernardo Monteagudo,6371010,- 0,564,- 0,930,- 0,- 0,- 0,- 0,1.494,
BUENOS AIRES,General San Martín,Villa Chacabuco,6371010,- 0,717,- 0,16,- 0,- 0,- 0,- 0,733,
BUENOS AIRES,General San Martín,Villa Coronel Jose M. Zapiola,6371010,- 0,1.365,- 0,1.842,- 0,- 0,- 0,- 0,3.207,
BUENOS AIRES,General San Martín,Villa General Antonio J.  De Sucre,6371010,- 0,569,- 0,684,- 0,- 0,- 0,- 0,1.253,
BUENOS AIRES,General San Martín,Villa General Eugenio Necochea,6371010,- 0,2.955,- 0,2.291,- 0,- 0,- 0,- 0,5.246,
BUENOS AIRES,General San Martín,Villa General Jose Tomas Guido,6371010,- 0,1.393,- 0,1.923,- 0,- 0,- 0,- 0,3.316,
BUENOS AIRES,General San Martín,Villa General Juan G. Las Heras,6371010,- 0,617,- 0,948,- 0,- 0,- 0,- 0,1.565,
BUENOS AIRES,General San Martín,Villa Godoy Cruz,6371010,- 0,729,- 0,1.073,- 0,- 0,- 0,- 0,1.802,
BUENOS AIRES,General San Martín,Villa Granaderos De San Martín,6371010,- 0,935,- 0,2.345,- 0,- 0,- 0,382,3.662,
BUENOS AIRES,General San Martín,Villa Gregoria Matorras,6371010,- 0,1.075,- 0,1.859,- 0,- 0,- 0,- 0,2.934,
BUENOS AIRES,General San Martín,Villa José León Suarez,6371010,1.903,3.678,- 0,643,16,- 0,- 0,1.333,7.573,
BUENOS AIRES,General San Martín,Villa Juan Martín De Pueyrredon,6371010,- 0,1.177,- 0,2.369,- 0,- 0,- 0,- 0,3.546,
BUENOS AIRES,General San Martín,Villa Libertad,6371010,- 0,1.220,- 0,2.219,- 0,- 0,- 0,- 0,3.439,
BUENOS AIRES,General San Martín,Villa Lynch,6371010,283,2.191,2,14,2,- 0,- 0,- 0,2.492,
BUENOS AIRES,General San Martín,Villa Maipu,6371010,109,1.556,- 0,2.748,- 0,- 0,- 0,545,4.958,
BUENOS AIRES,General San Martín,Villa Marqués Alejandro  María De Aguado,6371010,- 0,596,- 0,1.096,- 0,- 0,- 0,- 0,1.692,
BUENOS AIRES,General San Martín,Villa Parque Pres Figueroa Alcorta,6371010,- 0,204,- 0,328,- 0,- 0,- 0,- 0,532,
BUENOS AIRES,General San Martín,Villa Parque San Lorenzo,6371010,- 0,161,- 0,351,32,- 0,- 0,- 0,544,
BUENOS AIRES,General San Martín,Villa San Andrés,6371010,1.112,5.854,- 0,1.068,20,- 0,- 0,586,8.640,
BUENOS AIRES,General San Martín,Villa Yapeyú,6371010,- 0,289,- 0,460,- 0,- 0,- 0,- 0,749,
BUENOS AIRES,General San Martín,Ciudad Jardin El Libertador,6371010,- 0,12,- 0,- 0,- 0,- 0,- 0,- 0,12,
BUENOS AIRES,General Viamonte,Baigorrita,6385010,562,- 0,- 0,- 0,- 0,- 0,- 0,61,623,
BUENOS AIRES,General Viamonte,Los Toldos,6385030,262,- 0,1,4.159,- 0,- 0,- 0,57,4.479,
BUENOS AIRES,General Viamonte,Zavalía,6385050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,27,27,
BUENOS AIRES,General Villegas,Banderaló,6392010,- 0,- 0,- 0,- 0,250,1,- 0,- 0,251,
BUENOS AIRES,General Villegas,Cañada Seca,6392020,- 0,- 0,- 0,- 0,200,- 0,- 0,- 0,200,
BUENOS AIRES,General Villegas,Coronel Charlone,6392030,317,- 0,- 0,60,- 0,1,- 0,- 0,378,
BUENOS AIRES,General Villegas,Emilio V. Bunge,6392040,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
BUENOS AIRES,General Villegas,General Villegas  (Est. Villegas),6392050,340,24,- 0,3.388,- 0,1,- 0,46,3.799,
BUENOS AIRES,General Villegas,Piedritas,6392080,368,- 0,- 0,189,- 0,1,- 0,58,616,
BUENOS AIRES,General Villegas,Santa Regina,6392100,- 0,75,- 0,- 0,- 0,- 0,- 0,- 0,75,
BUENOS AIRES,General Villegas,Pichincha,6392070,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
BUENOS AIRES,Guaminí,Casbas,6399020,- 0,- 0,1,- 0,- 0,- 0,- 0,125,126,
BUENOS AIRES,Guaminí,Guaminí,6399040,- 0,- 0,- 0,75,- 0,- 0,- 0,345,420,
BUENOS AIRES,Guaminí,Laguna Alsina  (Est. Bonifacio),6399050,198,- 0,- 0,- 0,- 0,- 0,- 0,247,445,
BUENOS AIRES,Guaminí,Arroyo Venado,6399010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,44,44,
BUENOS AIRES,Guaminí,Garré,6399030,- 0,- 0,- 0,288,- 0,- 0,- 0,- 0,288,
BUENOS AIRES,Hipólito Yrigoyen,Henderson,6406010,113,- 0,1,- 0,- 0,- 0,- 0,810,924,
BUENOS AIRES,Hurlingham,Hurlingham,6408010,548,15.221,57,16.573,65,- 0,- 0,296,32.760,
BUENOS AIRES,Hurlingham,Villa Santos Tesei,6408010,122,7.225,27,13.068,1,- 0,- 0,72,20.515,
BUENOS AIRES,Hurlingham,William C. Morris,6408010,- 0,11,- 0,16,- 0,- 0,- 0,351,378,
BUENOS AIRES,Ituzaingó,Ituzaingó Centro,6410010,419,26.821,122,22.279,122,3,- 0,199,49.965,
BUENOS AIRES,Ituzaingó,Ituzaingó Sur,6410010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,30,30,
BUENOS AIRES,Ituzaingó,OTROS,Sin Datos,2,- 0,- 0,2,- 0,- 0,- 0,- 0,4,
BUENOS AIRES,Ituzaingó,Villa Gobernador Udaondo,6410010,21,8.796,9,3.253,- 0,- 0,- 0,338,12.417,
BUENOS AIRES,José C. Paz,Del Viso,6412010,- 0,217,- 0,- 0,- 0,- 0,- 0,- 0,217,
BUENOS AIRES,José C. Paz,José C Paz,6412010,2.429,28.431,84,12.224,482,2,- 0,108,43.760,
BUENOS AIRES,José C. Paz,Tortuguitas,6412010,- 0,1.388,- 0,- 0,- 0,- 0,- 0,- 0,1.388,
BUENOS AIRES,Junín,Agustín Roca,6413010,- 0,- 0,- 0,89,- 0,- 0,- 0,215,304,
BUENOS AIRES,Junín,Agustina,6413020,- 0,- 0,- 0,8,- 0,- 0,- 0,- 0,8,
BUENOS AIRES,Junín,Balneario Laguna de Gómez,6413030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,8,8,
BUENOS AIRES,Junín,Fortín Tiburcio,6413040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,69,69,
BUENOS AIRES,Junín,Junín,6413050,3.361,18.285,87,3.058,89,1,- 0,8.310,33.191,
BUENOS AIRES,Junín,Laplacette,6413060,- 0,- 0,- 0,1,- 0,- 0,16,- 0,17,
BUENOS AIRES,Junín,Morse,6413070,- 0,61,- 0,254,- 0,- 0,- 0,110,425,
BUENOS AIRES,Junín,Saforcada,6413080,- 0,- 0,- 0,- 0,1,- 0,- 0,75,76,
BUENOS AIRES,La Costa,Las Toninas,6420010,444,1.076,2,61,401,- 0,- 0,26,2.010,
BUENOS AIRES,La Costa,Mar de Ajó - San Bernardo,6420020,1.749,4.326,33,8.970,891,- 0,- 0,1,15.970,
BUENOS AIRES,La Costa,San Clemente del Tuyú,6420030,1.684,3.140,5,358,- 0,- 0,- 0,40,5.227,
BUENOS AIRES,La Costa,Santa Teresita - Mar del Tuyú,6420040,3.600,7.654,16,191,18,- 0,- 0,201,11.680,
BUENOS AIRES,La Costa,Aguas Verdes,6420030,29,- 0,- 0,137,- 0,- 0,- 0,1,167,
BUENOS AIRES,La Costa,Lucila Del Mar,6420030,153,943,- 0,1.452,173,- 0,- 0,1,2.722,
BUENOS AIRES,La Matanza,20 De Junio,6427010,26,682,4,- 0,- 0,- 0,- 0,1,713,
BUENOS AIRES,La Matanza,Aldo Bonzi,6427010,3,3.154,- 0,- 0,1,- 0,- 0,1,3.159,
BUENOS AIRES,La Matanza,Ciudad Evita,6427010,351,10.138,27,3.175,31,- 0,- 0,99,13.821,
BUENOS AIRES,La Matanza,Gonzalez Catán,6427010,119,31.528,27,15.835,33,7,- 0,1.502,49.051,
BUENOS AIRES,La Matanza,Gregorio De Laferrere,6427010,88,26.889,15,19.628,29,- 0,- 0,1.451,48.100,
BUENOS AIRES,La Matanza,Isidro Casanova,6427010,191,21.818,34,26.985,61,- 0,- 0,253,49.342,
BUENOS AIRES,La Matanza,La Tablada,6427010,365,15.630,2,10,7,- 0,- 0,933,16.947,
BUENOS AIRES,La Matanza,Lomas Del Mirador,6427010,637,12.926,11,4,13,- 0,- 0,65,13.656,
BUENOS AIRES,La Matanza,Rafael Castillo,6427010,34,14.297,10,9.215,7,- 0,- 0,274,23.837,
BUENOS AIRES,La Matanza,Ramos Mejía,6427010,818,37.021,80,7.809,95,2,- 0,19,45.844,
BUENOS AIRES,La Matanza,San Justo,6427010,668,24.933,101,13.387,111,1,- 0,857,40.058,
BUENOS AIRES,La Matanza,Tapiales,6427010,696,3.719,27,7.683,14,1,- 0,1,12.141,
BUENOS AIRES,La Matanza,Villa  Eduardo Madero,6427010,194,16.709,50,11.900,76,- 0,- 0,168,29.097,
BUENOS AIRES,La Matanza,Villa Luzuriaga,6427010,170,17.378,1,30,1,- 0,- 0,114,17.694,
BUENOS AIRES,La Matanza,Virrey Del Pino,6427010,4.526,19.962,- 0,1.128,- 0,- 0,- 0,367,25.983,
BUENOS AIRES,La Plata,Abasto,6441030,376,608,- 0,3.174,- 0,- 0,- 0,5,4.163,
BUENOS AIRES,La Plata,Angel Etcheverry,6441030,- 0,700,- 0,- 0,- 0,- 0,- 0,5,705,
BUENOS AIRES,La Plata,Arturo Segui,6441030,- 0,183,- 0,- 0,- 0,- 0,- 0,- 0,183,
BUENOS AIRES,La Plata,Barrio El Peligro,6441030,466,- 0,- 0,- 0,- 0,- 0,- 0,- 0,466,
BUENOS AIRES,La Plata,City Bell,6441030,- 0,12.230,- 0,185,- 0,- 0,- 0,145,12.560,
BUENOS AIRES,La Plata,colonia la plata,6441030,63,- 0,- 0,- 0,- 0,- 0,- 0,- 0,63,
BUENOS AIRES,La Plata,Ignacio Correas,6441020,- 0,- 0,- 0,- 0,2,- 0,- 0,46,48,
BUENOS AIRES,La Plata,Joaquin Gorina,6441030,- 0,876,- 0,125,- 0,- 0,- 0,- 0,1.001,
BUENOS AIRES,La Plata,Jose Hernandez,6441030,- 0,31,- 0,- 0,- 0,- 0,- 0,- 0,31,
BUENOS AIRES,La Plata,Jose Melchor Romero,6441030,- 0,934,- 0,- 0,- 0,- 0,- 0,- 0,934,
BUENOS AIRES,La Plata,La Cumbre,6441030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,145,145,
BUENOS AIRES,La Plata,La Plata,6441030,11.819,131.591,537,39.467,805,9,- 0,3.239,187.467,
BUENOS AIRES,La Plata,Lisandro Olmos,6441030,- 0,2.592,- 0,- 0,- 0,- 0,- 0,- 0,2.592,
BUENOS AIRES,La Plata,Los Hornos,6441030,- 0,3.567,- 0,254,- 0,- 0,- 0,145,3.966,
BUENOS AIRES,La Plata,Manuel B Gonnet,6441030,- 0,12.238,- 0,170,- 0,- 0,- 0,- 0,12.408,
BUENOS AIRES,La Plata,OTROS,Sin Datos,- 0,22,- 0,9,- 0,- 0,- 0,- 0,31,
BUENOS AIRES,La Plata,Ringuelet,6441030,- 0,4.085,- 0,89,- 0,- 0,- 0,- 0,4.174,
BUENOS AIRES,La Plata,Tolosa,6441030,- 0,13.308,- 0,264,- 0,- 0,- 0,- 0,13.572,
BUENOS AIRES,La Plata,Villa Elisa,6441030,- 0,6.262,- 0,150,- 0,- 0,- 0,145,6.557,
BUENOS AIRES,La Plata,Villa Elvira,6441030,- 0,4.556,- 0,153,- 0,- 0,- 0,1.068,5.777,
BUENOS AIRES,La Plata,ruta del sol,6441030,292,- 0,- 0,- 0,- 0,- 0,- 0,- 0,292,
BUENOS AIRES,La Plata,El Retiro,6441030,- 0,- 0,- 0,1,- 0,- 0,- 0,- 0,1,
BUENOS AIRES,La Plata,Transradio,6441030,- 0,- 0,- 0,- 0,- 0,1,- 0,- 0,1,
BUENOS AIRES,La Plata,Arana,6441030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,129,129,
BUENOS AIRES,La Plata,Villa Garibaldi,6441030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,904,904,
BUENOS AIRES,La Plata,Villa Parque Sicardi,6441030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1.094,1.094,
BUENOS AIRES,La Plata,Barrio El Carmen Oeste,6441030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,145,145,
BUENOS AIRES,La Plata,Barrio Gambier,6441030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,145,145,
BUENOS AIRES,La Plata,Villa Montoro,6441030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,145,145,
BUENOS AIRES,Lanús,Gerli,6434010,42,6.313,14,5.985,3,- 0,- 0,- 0,12.357,
BUENOS AIRES,Lanús,Lanús Este,6434010,551,27.058,83,26.487,82,1,- 0,115,54.377,
BUENOS AIRES,Lanús,Lanús Oeste,6434010,- 0,12.264,1,14.118,- 0,- 0,- 0,364,26.747,
BUENOS AIRES,Lanús,Monte Chingolo,6434010,73,10.751,47,16.020,71,- 0,- 0,- 0,26.962,
BUENOS AIRES,Lanús,Remedios Escalada De San Martin,6434010,65,14.315,19,5.137,19,- 0,- 0,344,19.899,
BUENOS AIRES,Lanús,Valentín Alsina,6434010,192,7.292,79,12.001,91,- 0,- 0,3,19.658,
BUENOS AIRES,Laprida,Laprida,6448010,- 0,22,- 0,2.741,- 0,- 0,- 0,- 0,2.763,
BUENOS AIRES,Laprida,Pueblo Nuevo,6448020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,8,8,
BUENOS AIRES,Laprida,Pueblo San Jorge,6448030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,117,117,
BUENOS AIRES,Las Flores,Las Flores,6455030,2.063,- 0,- 0,2.286,- 0,- 0,- 0,809,5.158,
BUENOS AIRES,Las Flores,Coronel Boerr,6455010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,3,3,
BUENOS AIRES,Las Flores,El Trigo,6455020,- 0,- 0,- 0,1,- 0,- 0,- 0,3,4,
BUENOS AIRES,Las Flores,Pardo,6455040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,4,4,
BUENOS AIRES,Leandro N. Alem,Alberdi Viejo,6462010,2,- 0,- 0,- 0,2,- 0,- 0,2,6,
BUENOS AIRES,Leandro N. Alem,El Dorado,6462020,- 0,- 0,- 0,11,- 0,1,- 0,136,148,
BUENOS AIRES,Leandro N. Alem,Fortín Acha,6462030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,39,39,
BUENOS AIRES,Leandro N. Alem,Juan Bautista Alberdi  (Est. Alberdi),6462040,252,457,- 0,396,- 0,- 0,- 0,8,1.113,
BUENOS AIRES,Leandro N. Alem,Leandro N. Alem,6462050,- 0,201,- 0,- 0,- 0,- 0,- 0,55,256,
BUENOS AIRES,Leandro N. Alem,Vedia,6462060,941,- 0,- 0,533,45,1,- 0,1.201,2.721,
BUENOS AIRES,Lincoln,Bayauca,6469020,- 0,- 0,- 0,- 0,1,- 0,- 0,25,26,
BUENOS AIRES,Lincoln,Coronel Martínez de Hoz  (Ap. Kilómetro 322),6469050,249,- 0,- 0,- 0,- 0,- 0,- 0,- 0,249,
BUENOS AIRES,Lincoln,El Triunfo,6469060,- 0,- 0,1,10,- 0,- 0,- 0,- 0,11,
BUENOS AIRES,Lincoln,Las Toscas,6469070,330,- 0,- 0,- 0,- 0,- 0,- 0,- 0,330,
BUENOS AIRES,Lincoln,Lincoln,6469080,813,8.631,39,11,1,- 0,- 0,- 0,9.495,
BUENOS AIRES,Lincoln,Pasteur,6469090,- 0,- 0,- 0,- 0,- 0,2,- 0,468,470,
BUENOS AIRES,Lincoln,Roberts,6469100,- 0,- 0,1,699,- 0,- 0,- 0,- 0,700,
BUENOS AIRES,Lincoln,Arenaza,6469010,- 0,- 0,- 0,293,- 0,- 0,- 0,- 0,293,
BUENOS AIRES,Lincoln,Carlos Salas,6469040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,123,123,
BUENOS AIRES,Lobería,Lobería,6476030,753,- 0,7,902,15,- 0,- 0,716,2.393,
BUENOS AIRES,Lobería,San Manuel,6476050,31,- 0,- 0,270,- 0,1,- 0,144,446,
BUENOS AIRES,Lobería,Arenas Verdes,6476010,- 0,- 0,- 0,- 0,- 0,- 0,- 0,11,11,
BUENOS AIRES,Lobería,Licenciado Matienzo,6476020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,1,1,
BUENOS AIRES,Lobería,Pieres,6476040,- 0,- 0,- 0,- 0,- 0,- 0,- 0,7,7,
BUENOS AIRES,Lobería,Tamangueyú,6476060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,28,28,
BUENOS AIRES,Lobos,Antonio Carboni,6483010,4,- 0,1,175,156,- 0,- 0,- 0,336,
BUENOS AIRES,Lobos,Elvira,6483020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,92,92,
BUENOS AIRES,Lobos,Lobos,6483040,730,787,10,6.135,- 0,- 0,- 0,- 0,7.662,
BUENOS AIRES,Lobos,Salvador María,6483050,87,- 0,- 0,446,- 0,- 0,- 0,214,747,
BUENOS AIRES,Lomas De Zamora,Banfield,6490010,302,56.858,80,9.731,180,1,- 0,- 0,67.152,
BUENOS AIRES,Lomas De Zamora,Llavallol,6490010,136,7.113,34,7.044,36,- 0,- 0,1,14.364,
BUENOS AIRES,Lomas De Zamora,Lomas De Zamora,6490010,550,35.053,112,11.600,300,2,- 0,2.332,49.949,
BUENOS AIRES,Lomas De Zamora,Temperley,6490010,39,25.314,19,9.104,50,2,- 0,- 0,34.528,
BUENOS AIRES,Lomas De Zamora,Turdera,6490010,38,2.386,21,6.294,1,- 0,- 0,- 0,8.740,
BUENOS AIRES,Lomas De Zamora,Villa Centenario,6490010,- 0,43,- 0,174,- 0,- 0,- 0,300,517,
BUENOS AIRES,Lomas De Zamora,Villa Fiorito,6490010,- 0,165,- 0,228,- 0,- 0,- 0,666,1.059,
BUENOS AIRES,Luján,Barrio Las Casuarinas,6497060,24,- 0,- 0,102,- 0,- 0,- 0,25,151,
BUENOS AIRES,Luján,Carlos Keen,6497020,- 0,- 0,- 0,- 0,- 0,- 0,- 0,20,20,
BUENOS AIRES,Luján,Cortines,6497060,83,- 0,- 0,357,- 0,- 0,- 0,41,481,
BUENOS AIRES,Luján,José María Jáuregui (Est. Jáuregui),6497060,487,1.001,- 0,2.094,- 0,- 0,- 0,20,3.602,
BUENOS AIRES,Luján,Lezica y Torrezuri,6497060,- 0,- 0,- 0,- 0,- 0,- 0,- 0,38,38,
BUENOS AIRES,Luján,Luján,6497060,2.440,12.829,37,8.674,37,1,- 0,2.755,26.773,
BUENOS AIRES,Luján,Olivera,6497070,- 0,- 0,- 0,5,- 0,- 0,- 0,42,47,
BUENOS AIRES,Luján,Open Door  (Est. Dr. Domingo Cabred),6497060,306,- 0,4,- 0,- 0,- 0,- 0,49,359,
BUENOS AIRES,Luján,OTROS,Sin Datos,- 0,- 0,- 0,- 0,- 0,- 0,- 0,42,42,
BUENOS AIRES,Luján,Torres,6497090,148,- 0,- 0,- 0,- 0,- 0,- 0,21,169,
BUENOS AIRES,Magdalena,General Mansilla  (Est. Bartolomé Bavio),6505020,- 0,544,- 0,409,- 0,- 0,- 0,- 0,953,
BUENOS AIRES,Magdalena,Magdalena,6505040,708,2.980,1,- 0,- 0,- 0,437,3,4.129,
BUENOS AIRES,Magdalena,Vieytes,6505060,- 0,- 0,- 0,28,- 0,- 0,- 0,84,112,
BUENOS AIRES,Magdalena,Atalaya,6505010,- 0,- 0,- 0,353,- 0,- 0,- 0,- 0,353,
BUENOS AIRES,Magdalena,Los Naranjos,6505030,- 0,- 0,- 0,46,- 0,- 0,- 0,- 0,46,
BUENOS AIRES,Magdalena,Roberto J. Payró,6505050,- 0,- 0,- 0,- 0,- 0,- 0,- 0,32,32,
BUENOS AIRES,Maipú,Las Armas,6511010,99,- 0,- 0,- 0,- 0,- 0,- 0,54,153,
BUENOS AIRES,Maipú,Maipú,6511020,644,- 0,7,1,1.100,- 0,- 0,20,1.772,
BUENOS AIRES,Maipú,Santo Domingo,6511030,- 0,- 0,- 0,- 0,- 0,1,- 0,7,8,
BUENOS AIRES,Malvinas Argentinas,Area De Promocion El Triángulo,6515010,101,- 0,- 0,110,- 0,- 0,- 0,- 0,211,
BUENOS AIRES,Malvinas Argentinas,Grand Bourg,6515010,3.582,6.382,- 0,5.342,1,- 0,- 0,- 0,15.307,
BUENOS AIRES,Malvinas Argentinas,Ingeniero Adolfo Sourdeaux,6515010,583,3.068,- 0,1,1,- 0,- 0,110,3.763,
BUENOS AIRES,Malvinas Argentinas,Ingeniero Pablo Nogués,6515010,1.069,2.992,3,847,3,- 0,- 0,1,4.915,
BUENOS AIRES,Malvinas Argentinas,Los Polvorines,6515010,269,6.450,23,6.166,5,1,- 0,1,12.915,
BUENOS AIRES,Malvinas Argentinas,Malvinas Argentinas,6515010,- 0,76,- 0,1,- 0,- 0,- 0,14,91,
BUENOS AIRES,Malvinas Argentinas,Tortuguitas,6515010,1.620,3.116,1,46,4.170,- 0,- 0,- 0,8.953,
BUENOS AIRES,Malvinas Argentinas,Villa De Mayo,6515010,28,3.457,3,2.568,5,- 0,- 0,22,6.083,
BUENOS AIRES,Mar Chiquita,Coronel Vidal,6518010,3,1.508,- 0,242,- 0,- 0,- 0,165,1.918,
BUENOS AIRES,Mar Chiquita,General Pirán,6518020,- 0,- 0,1,712,- 0,- 0,- 0,75,788,
BUENOS AIRES,Mar Chiquita,La Armonía,6518030,- 0,- 0,- 0,- 0,- 0,- 0,- 0,106,106,
